uniprot_id,antigen_name,pathogen,length,molecular_weight,isoelectric_point,gravy,instability_index,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,label
A0A663DJA2,Putative ORF10 protein (UniProt:A0A663DJA2),SARS-CoV-2,38,4449.1779,7.933108711242677,0.6368421052631579,16.060526315789474,0.1842105263157895,5.2631578947368425,2.6315789473684212,2.6315789473684212,0.0,10.526315789473685,2.6315789473684212,0.0,7.894736842105263,0.0,10.526315789473685,5.2631578947368425,13.157894736842104,2.6315789473684212,2.6315789473684212,5.2631578947368425,5.2631578947368425,5.2631578947368425,10.526315789473685,0.0,7.894736842105263,1
Q80H93,ORF8b protein (UniProt:Q80H93),SARS-CoV-1,84,9560.067000000001,9.445343589782716,-0.028571428571428588,34.68214285714286,0.09523809523809525,8.333333333333334,5.9523809523809526,2.380952380952381,1.1904761904761905,2.380952380952381,5.9523809523809526,4.761904761904762,3.5714285714285716,3.5714285714285716,10.714285714285714,2.380952380952381,7.142857142857143,3.5714285714285716,3.5714285714285716,7.142857142857143,1.1904761904761905,10.714285714285714,8.333333333333334,3.5714285714285716,3.5714285714285716,1
P0DTC2,Spike glycoprotein (UniProt:P0DTC2),SARS-CoV-2,1273,141176.816,6.236453819274902,-0.07918303220738415,33.00998428908107,0.11233307148468186,6.205813040062844,3.1421838177533385,4.870384917517675,3.7706205813040063,6.048703849175177,6.441476826394344,1.335428122545169,5.970149253731344,4.791830322073841,8.483896307934014,1.0997643362136684,6.912804399057345,4.556166535742341,4.870384917517675,3.2992930086410057,7.776904948939513,7.619795758051846,7.619795758051846,0.9426551453260016,4.241948153967007,1
P0DTC1,Replicase polyprotein 1a (UniProt:P0DTC1),SARS-CoV-2,4405,489983.4465,6.035812187194824,-0.023314415437003418,34.92404767309901,0.10192962542565266,7.014755959137344,3.1328036322360955,4.790011350737798,5.425652667423383,4.721906923950057,5.993189557321226,1.7026106696935301,4.880817253121453,6.265607264472191,9.875141884222474,2.383654937570942,5.2894438138479005,3.7230419977298523,3.4279228149829737,2.973893303064699,6.6742338251986375,7.832009080590239,8.422247446083995,1.0442678774120318,4.426787741203178,1
P0DTC6,ORF6 protein (UniProt:P0DTC6),SARS-CoV-2,61,7272.4565999999995,4.677076148986816,0.2327868852459016,31.162295081967212,0.09836065573770492,1.639344262295082,0.0,6.557377049180328,8.19672131147541,4.918032786885246,0.0,1.639344262295082,16.39344262295082,6.557377049180328,13.114754098360656,4.918032786885246,6.557377049180328,1.639344262295082,4.918032786885246,1.639344262295082,6.557377049180328,4.918032786885246,4.918032786885246,1.639344262295082,3.278688524590164,1
P0DTC5,Membrane protein (UniProt:P0DTC5),SARS-CoV-2,222,25146.3055,9.509102821350098,0.4459459459459459,39.13603603603602,0.12162162162162163,8.558558558558559,1.8018018018018018,2.7027027027027026,3.1531531531531534,4.954954954954955,6.306306306306307,2.2522522522522523,9.00900900900901,3.1531531531531534,15.765765765765765,1.8018018018018018,4.954954954954955,2.2522522522522523,1.8018018018018018,6.306306306306307,6.756756756756757,5.8558558558558556,5.405405405405405,3.1531531531531534,4.054054054054054,1
P0DTC4,Envelope small membrane protein (UniProt:P0DTC4),SARS-CoV-2,75,8364.9414,8.568766975402834,1.128,38.676133333333325,0.12,5.333333333333333,4.0,1.3333333333333333,2.6666666666666665,6.666666666666667,1.3333333333333333,0.0,4.0,2.6666666666666665,18.666666666666668,1.3333333333333333,6.666666666666667,2.6666666666666665,0.0,4.0,10.666666666666666,5.333333333333333,17.333333333333332,0.0,5.333333333333333,1
P0DTC3,ORF3a protein (UniProt:P0DTC3),SARS-CoV-2,275,31122.554399999997,5.552055549621582,0.27454545454545454,32.960727272727276,0.13454545454545455,4.7272727272727275,2.5454545454545454,4.7272727272727275,4.0,5.090909090909091,5.090909090909091,2.909090909090909,7.636363636363637,4.0,10.909090909090908,1.4545454545454546,2.909090909090909,4.363636363636363,3.272727272727273,2.1818181818181817,8.0,8.727272727272727,9.090909090909092,2.1818181818181817,6.181818181818182,1
P0DTC9,Nucleoprotein (UniProt:P0DTC9),SARS-CoV-2,419,45625.1383,10.069010734558105,-0.9713603818615751,55.08310262529836,0.06921241050119331,8.83054892601432,0.0,5.727923627684964,2.863961813842482,3.1026252983293556,10.262529832935561,0.954653937947494,3.341288782816229,7.398568019093079,6.443914081145585,1.6706443914081146,5.250596658711217,6.682577565632458,8.353221957040573,6.921241050119332,8.83054892601432,7.637231503579952,1.909307875894988,1.1933174224343674,2.6252983293556085,1
P0DTC8,ORF8 protein (UniProt:P0DTC8),SARS-CoV-2,121,13830.8536,5.416778755187988,0.21900826446280988,45.79107438016529,0.1322314049586777,4.132231404958677,5.785123966942149,5.785123966942149,4.958677685950414,6.6115702479338845,4.132231404958677,3.3057851239669422,8.264462809917354,4.132231404958677,8.264462809917354,0.8264462809917356,1.6528925619834711,5.785123966942149,4.958677685950414,3.3057851239669422,7.43801652892562,4.132231404958677,9.917355371900827,0.8264462809917356,5.785123966942149,1
P0DTC7,ORF7a protein (UniProt:P0DTC7),SARS-CoV-2,121,13744.0136,8.23082370758057,0.3181818181818182,48.65537190082644,0.1239669421487603,7.43801652892562,4.958677685950414,1.6528925619834711,6.6115702479338845,8.264462809917354,3.3057851239669422,2.479338842975207,6.6115702479338845,5.785123966942149,12.396694214876034,0.8264462809917356,1.6528925619834711,4.958677685950414,4.132231404958677,4.132231404958677,5.785123966942149,8.264462809917354,6.6115702479338845,0.0,4.132231404958677,1
P0DTD3,Putative ORF9c protein (UniProt:P0DTD3),SARS-CoV-2,73,8049.5851999999995,5.811639213562012,0.6027397260273972,32.55616438356164,0.0410958904109589,12.32876712328767,6.8493150684931505,1.36986301369863,6.8493150684931505,1.36986301369863,2.73972602739726,4.109589041095891,1.36986301369863,5.47945205479452,20.54794520547945,4.109589041095891,1.36986301369863,2.73972602739726,9.58904109589041,0.0,2.73972602739726,4.109589041095891,9.58904109589041,1.36986301369863,1.36986301369863,1
P0DTD2,ORF9b protein (UniProt:P0DTD2),SARS-CoV-2,97,10796.544199999998,6.5619707107543945,-0.08453608247422681,33.110309278350506,0.030927835051546386,7.216494845360825,0.0,5.154639175257732,6.185567010309279,2.0618556701030926,3.0927835051546393,1.0309278350515463,5.154639175257732,6.185567010309279,12.371134020618557,5.154639175257732,5.154639175257732,8.24742268041237,5.154639175257732,5.154639175257732,4.123711340206185,7.216494845360825,10.309278350515465,0.0,1.0309278350515463,1
P0DTD1,Replicase polyprotein 1ab (UniProt:P0DTD1),SARS-CoV-2,7096,794048.9258,6.323246955871583,-0.0701381059751973,33.312786076662086,0.10738444193912063,6.863021420518602,3.1848928974069897,5.48196166854566,4.791431792559188,4.918263810597519,5.80608793686584,2.0434047350620066,4.833709131905299,6.116121758737317,9.413754227733934,2.367531003382187,5.411499436302142,3.8613303269447576,3.3680947012401354,3.4385569334836528,6.4261555806087935,7.4267192784667415,8.42728297632469,1.0992108229988726,4.7209695603156705,1
P0DTD8,ORF7b protein (UniProt:P0DTD8),SARS-CoV-2,43,5180.2131,4.167344093322753,1.4488372093023256,50.96302325581395,0.18604651162790697,4.651162790697675,4.651162790697675,4.651162790697675,6.976744186046512,13.953488372093023,0.0,4.651162790697675,11.627906976744185,0.0,25.58139534883721,4.651162790697675,2.3255813953488373,0.0,2.3255813953488373,0.0,4.651162790697675,2.3255813953488373,2.3255813953488373,2.3255813953488373,2.3255813953488373,1
P0DTG1,ORF3c protein (UniProt:P0DTG1),SARS-CoV-2,41,4857.8903,10.432676887512205,0.7170731707317072,22.882926829268293,0.14634146341463417,7.317073170731708,0.0,2.4390243902439024,0.0,9.75609756097561,2.4390243902439024,4.878048780487805,2.4390243902439024,4.878048780487805,34.146341463414636,2.4390243902439024,0.0,4.878048780487805,4.878048780487805,7.317073170731708,7.317073170731708,0.0,0.0,0.0,4.878048780487805,0
P0DTF1,Putative ORF3b protein (UniProt:P0DTF1),SARS-CoV-2,22,2457.0843,5.274794960021972,2.1727272727272724,14.240909090909087,0.13636363636363635,4.545454545454546,0.0,0.0,0.0,9.090909090909092,4.545454545454546,0.0,22.727272727272727,0.0,9.090909090909092,9.090909090909092,0.0,4.545454545454546,0.0,0.0,0.0,18.181818181818183,13.636363636363637,0.0,4.545454545454546,1
P0DTD7,Non-structural protein nsp1,SARS-CoV-2,25,2165.4887999999996,5.525000190734862,1.06,45.21600000000001,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,0.0,28.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,0
P0DTD5,Non-structural protein nsp2,SARS-CoV-2,32,3059.6084,10.301548194885253,0.10625000000000002,2.440625,0.03125,37.5,0.0,0.0,3.125,0.0,12.5,0.0,3.125,18.75,3.125,6.25,3.125,0.0,0.0,0.0,6.25,0.0,3.125,3.125,0.0,0
P59638,ORF9b-like protein,SARS-CoV-1,418,44276.9938,8.643227958679201,0.7882775119617225,31.672727272727265,0.08373205741626794,13.397129186602871,1.9138755980861244,1.9138755980861244,2.15311004784689,4.0669856459330145,9.330143540669857,1.9138755980861244,5.980861244019139,1.1961722488038278,17.70334928229665,3.588516746411483,2.15311004784689,4.0669856459330145,3.349282296650718,3.827751196172249,7.177033492822966,6.220095693779904,5.741626794258373,2.15311004784689,2.15311004784689,0
P03498,Non-structural protein 2 NS2/NEP,Influenza_A,237,26889.809800000003,9.191144752502442,-0.39704641350210973,61.25991561181433,0.054852320675105495,6.751054852320675,1.2658227848101267,6.329113924050633,6.751054852320675,3.3755274261603376,5.485232067510548,0.8438818565400844,6.329113924050633,6.329113924050633,9.70464135021097,4.641350210970464,4.641350210970464,4.641350210970464,3.7974683544303796,8.860759493670885,6.329113924050633,5.9071729957805905,5.9071729957805905,1.6877637130801688,0.4219409282700422,0
